Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power,Torque,Odometer,Speedometer,Seating_Capacity,Seats_Material,Audiosystem,Basic_Warranty,Child_Safety_Locks,Handbrake
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,"Rs. 7,94,800",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,77PS@3750RPM,190NM@1750-2250RPM,Digital,"Analog, Digital",6,Fabric,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K4+ 5Str,"Rs. 5,73,250",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",5,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K6+ 5Str,"Rs. 6,31,146",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,5,Fabric,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K8 5Str,"Rs. 6,87,175",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,5,Fabric,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K4+ D 5Str,"Rs. 6,60,832",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,77PS@3750RPM,190NM@1750-2250RPM,Digital,Yes,5,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K6+ D 5Str,"Rs. 7,48,128",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,77PS@3750RPM,190NM@1750-2250RPM,Digital,Yes,5,Fabric,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K8 D 5Str,"Rs. 7,80,884",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,77PS@3750RPM,190NM@1750-2250RPM,Digital,"Analog, Digital",5,Fabric,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,"Rs. 5,50,155",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,77PS@3750RPM,190NM@1750-2250RPM,Digital,Yes,5,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,"Rs. 5,59,741",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,77PS@3750RPM,190NM@1750-2250RPM,Digital,Yes,6,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,"Rs. 5,24,312",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",5,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,"Rs. 5,42,913",1198 cc,3,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",6,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Bolero Power Plus,Zlx,"Rs. 8,86,398",1493 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,3995 mm,1745 mm,SUV,5,12.4 km/litre,,16.5 km/litre,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Rigid leaf springs,215/75R15,215/75R15,70ps@3600rpm,195Nm@1400-2200rpm,Digital,Digital,7,Fabric,CD Player with USB & Aux-in,3 years/1 lakh kms (whichever is earlier),Yes,Manual
Mahindra,Bolero Power Plus,Slx,"Rs. 8,51,302",1493 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,3995 mm,1745 mm,SUV,5,12.4 km/litre,,16.5 km/litre,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Rigid leaf spring,215/75R15,215/75R15,70ps@3600rpm,195Nm@1400-2200rpm,Digital,Digital,7,Fabric,USB & Aux-in,3 years/1 lakh kms (whichever is earlier),Yes,Manual
Mahindra,Bolero Power Plus,Sle,"Rs. 7,85,656",1493 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,3995 mm,1745 mm,SUV,5,12.4 km/litre,,16.5 km/litre,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Rigid leaf springs,215/75R15,215/75R15,70ps@3600rpm,195Nm@1400-2200rpm,Digital,Digital,7,Fabric,Not on offer,3 years/1 lakh kms (whichever is earlier),Yes,Manual
Mahindra,Bolero Power Plus,Lx,"Rs. 7,49,192",1493 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1880 mm,3995 mm,1745 mm,SUV,5,12.4 km/litre,,16.5 km/litre,1615 kg,5,180 mm,Ventilated Disc,Drum,IFS coil spring,Rigid leaf spring,215/75R15,215/75R15,70 bhp @ 3600 rpm,195Nm@1400-2200rpm,Digital,Digital,7,Fabric,Not on offer,3 years/1 lakh kms (whichever is earlier),Yes,Manual
Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,"Rs. 8,59,497",2523 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1977 mm,4494 mm,1745 mm,SUV,5,9.4 km/litre,13.6 km/litre,15.96 km/litre,1615 kg,5,195 mm,Solid Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Parabolic leaf springs,185 / 75 R 16,185 / 75 R 16,63PS@3200rpm,,,,7,Fabric,Not on offer,2 years / Unlimited Kms,Yes,Manual
Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,"Rs. 8,19,117",2523 cc,4,FWD (Front Wheel Drive),In-line,BS III,"Front, Longitudinal",Injection,60 litres,Diesel,1977 mm,4440 mm,1660 mm,SUV,5,12.4 km/litre,15.96 km/litre,15.96 km/litre,1615 kg,5,195 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,215 / 75 R 15,215 / 75 R 15,63.9PS@3200RPM,195Nm@1440-2200RPM,Digital,Analog,9,Fabric,Not on offer,2 years / Unlimited Kms,,Manual
Mahindra,Xuv300,1.2 W4,"Rs. 8,30,127",1197 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,,,17 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,5,Fabric,Not on offer,,Yes,Manual
Mahindra,Xuv300,1.2 W6,"Rs. 9,15,128",1197 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,,,17 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.2 W8,"Rs. 10,60,129",1197 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,,,17 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.2 W8(O),"Rs. 11,84,129",1197 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Petrol,1617 mm,3995 mm,1821 mm,SUV,5,,,17 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.5 W4,"Rs. 8,69,131",1497 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,,,20 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,5,Fabric,Not on offer,,Yes,Manual
Mahindra,Xuv300,1.5 W6,"Rs. 9,50,131",1497 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,,,20 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.5 W8,"Rs. 10,95,129",1497 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,,,20 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.5 W8 (O),"Rs. 12,14,130",1497 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,,,20 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.5 W8 Amt,"Rs. 11,49,800",1497 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,,,20 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.5 W8 (O) Amt,"Rs. 12,69,131",1497 cc,,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,,,20 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Xuv300,1.5 W6 Amt,"Rs. 9,99,000",1497 cc,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,42 litres,Diesel,1617 mm,3995 mm,1821 mm,SUV,5,,,20 km/litre,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,5,Leather,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,E2O Plus,P4,"Rs. 8,81,425",,,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Electric,1585 mm,3390 mm,1575 mm,Hatchback,4,80 km/litre,,,937 kg,,170 mm,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,165/60/R14,165/60/R14,25.8PS@3500rpm,70Nm@1000rpm,Analog,Digital,4,Vinyl,CD/MP3/DVD Player with USB & Aux-in,3 years 60000 kms,Yes,Automatic
Mahindra,E2O Plus,P6,"Rs. 9,57,177",,,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Electric,1585 mm,3390 mm,1575 mm,Hatchback,4,80 km/litre,,,937 kg,,170 mm,Ventilated Disc,Drum,Mac Pherson Strut type independent suspension with coaxial spring.,Twin Pivot Trailing Arm with Coaxial spring Damper,165/60/R14,165/60/R14,25.8PS@3500rpm,70Nm@1000rpm,Analog,Digital,4,Fabric,CD/MP3/DVD Player with USB & Aux-in,3 years 60000 kms,Yes,Automatic
Mahindra,Thar,Crde,"Rs. 9,59,860",2498 cc,4,4WD,In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1930 mm,3920 mm,1726 mm,SUV,3,,,13 km/litre,1750 kg,5,200 mm,Ventilated Disc,Drum,Independent Suspension with Torsion Bar And Stabilizer Bar,Semi-Elliptical Leaf Spring with Shock Absorbers,235/70R16,235/70R16,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,,Analog,6,Fabric,,1 Year /Unlimited KMs,,Manual
Mahindra,Thar,700 Special Edition,"Rs. 9,99,148",2498 cc,4,4WD,In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1930 mm,3920 mm,1726 mm,SUV,3,,,13 km/litre,1750 kg,5,200 mm,Ventilated Disc,Drum,Independent Suspension with Torsion Bar And Stabilizer Bar,Semi-Elliptical Leaf Spring with Shock Absorbers,P235/70 R16,P235/70 R16,105PS@3800rpm,247Nm@1800-2000rpm,,Analog,6,Leather,CD Player with USB & Aux-in,1 Year /Unlimited KMs,,Manual
Mahindra,Thar,Crde Abs,"Rs. 9,74,860",2498 cc,4,4WD,In-line,BS IV,"Front, Transverse",Injection,60 litres,Diesel,1930 mm,3920 mm,1726 mm,SUV,3,,,13 km/litre,1750 kg,5,200 mm,Ventilated Disc,Drum,IFS With Torsion Bar And Stablizer Bar,Semi-elliptical Leaf Spring,P235/70 R16,P235/70 R16,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,,Analog,6,Fabric,,1 Year /Unlimited KMs,,Manual
Mahindra,Tuv300 Plus,P4,"Rs. 9,92,748",2179 cc,3,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1812 mm,4400 mm,1835 mm,SUV,5,18.49 km/litre,,18.49 km/litre,,5,,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,215/70R15,215/70R15,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,9,Leather,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Mahindra,Tuv300 Plus,P6,"Rs. 10,29,650",2179 cc,3,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1812 mm,4400 mm,1835 mm,SUV,5,18.49 km/litre,,18.49 km/litre,,5,,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,215/70R15,215/70R15,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,9,Leather,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Mahindra,Tuv300 Plus,P8,"Rs. 11,42,157",2179 cc,3,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1812 mm,4400 mm,1835 mm,SUV,5,18.49 km/litre,,18.49 km/litre,,5,,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,215/70R15,215/70R15,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,9,Leather,CD Player with USB & Aux-in,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual
Mahindra,Marazzo,M2 7 Str,"Rs. 9,99,900",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,7,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Marazzo,M4 7 Str,"Rs. 11,56,471",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,7,Fabric,USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Marazzo,M6 7 Str,"Rs. 13,08,592",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,7,Fabric,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Marazzo,M8 7 Str,"Rs. 14,68,440",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215/60 R17,215/60 R17,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,"Analog, Digital",7,Leather,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Marazzo,M2 8 Str,"Rs. 9,99,900",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,8,Fabric,Not on offer,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Marazzo,M4 8 Str,"Rs. 11,64,569",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,8,Fabric,USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Marazzo,M6 8 Str,"Rs. 13,16,690",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215 65 R16,215 65 R16,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,8,Fabric,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Marazzo,M8 8 Str,"Rs. 14,76,538",1497 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,,,17.3 km/litre,,6,,Ventilated Disc,Ventilated Disc,Double wishbone,Twist Beam,215/60 R17,215/60 R17,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,"Analog, Digital",8,Leather,CD Player with USB & Aux-in,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Manual
Mahindra,Scorpio,S3 2Wd,"Rs. 9,99,994",2523 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1930 mm,4456 mm,1820 mm,SUV,5,11.5 km/litre,15.4 km/litre,15.4 km/litre,,5,,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,P215/75R15,P215/75R15,75PS@3200rpm,200Nm@1400-2200rpm,Digital,Analog,9,Vinyl,Not on offer,2 years /75000 Kms (years/distance whichever comes first),,Manual
Mahindra,Scorpio,4Wd Getaway,"Rs. 12,36,258",2179 cc,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,80 litres,Diesel,1874 mm,5118 mm,1850 mm,SUV,5,8.1 km/litre,10.22 km/litre,10.22 km/litre,1865 kg,5,210 mm,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,245/75R16,245/75R16,121PS@4000rpm,280Nm@1800-2800rpm,Digital,Analog,5,Fabric,CD Player with USB & Aux-in,,Yes,Manual
Mahindra,Scorpio,2Wd Getaway,"Rs. 11,23,158",2179 cc,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80 litres,Diesel,1874 mm,5118 mm,1850 mm,SUV,5,9.4 km/litre,13.5 km/litre,13.5 km/litre,2510 kg,5,210 mm,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,245/75R16,245/75R16,121PS@4000rpm,280Nm@1800-2800rpm,Digital,Analog,5,Fabric,Not on offer,,Yes,Manual
